idno,country,polnews,internet,trust1,trust2,trust3,polint,trustparl,trustlegal,trustpolice,trustpols,trustparties,trusteuparl,trustun,leftright,satlife,satecon,satgov,equality,happy,unsafe,badhealth,natattach,eurattach,relig,religatt,prayer,becomeold,gender,age,marital,domicile,education,working
43770,es,30,45,9,6,6,3,1,1,1,1,1,1,1,2,8,1,1,1,7,3,2,6,5,1,6,7,60,1,44,1,4,8,1
43803,es,180,180,9,5,4,4,6,4,7,0,0,5,5,,10,5,4,2,10,1,3,10,8,2,6,7,70,2,45,,4,15,1
43843,es,120,120,5,7,7,1,10,10,10,6,6,8,8,7,9,7,8,2,10,1,4,5,4,5,3,1,60,1,65,,3,,0
43848,es,70,270,3,6,9,3,2,4,5,2,2,2,5,,7,3,2,2,8,2,2,8,8,0,7,7,8,1,31,4,4,13,1
43927,es,150,90,6,5,5,2,5,6,6,4,4,5,5,3,6,2,2,1,6,2,3,7,7,3,6,7,65,1,,4,1,18,0
44019,es,120,720,9,8,5,2,8,8,9,7,7,8,6,4,8,8,7,2,9,2,1,9,8,0,7,7,60,2,46,4,3,21,1
44097,es,20,210,7,6,7,1,2,2,1,3,2,7,,1,9,6,3,1,9,2,2,1,2,0,6,6,70,2,22,6,3,16,0
44359,es,30,390,5,7,7,3,9,9,10,7,5,10,10,5,8,4,8,2,10,2,2,9,9,4,6,6,65,1,40,4,4,12,1
44472,es,90,,6,8,6,3,5,3,5,3,3,6,6,2,7,5,5,1,7,2,2,3,6,0,7,7,75,1,74,4,1,10,0
44488,es,60,720,5,8,2,2,5,4,8,1,1,4,3,5,,1,1,4,10,2,1,10,9,,7,7,70,2,52,,1,16,1
44635,es,15,600,5,7,3,3,6,6,8,3,3,6,8,5,8,6,3,2,8,2,2,8,7,2,7,7,65,2,39,6,2,18,1
44663,es,60,,3,5,4,4,5,5,9,0,0,5,5,4,5,5,5,2,6,2,4,8,,6,6,7,65,2,86,5,4,4,0
44795,es,60,,2,5,5,3,5,5,7,3,3,5,5,,10,6,,2,5,2,2,7,0,5,3,1,60,1,48,,4,0,1
44828,es,120,540,6,6,4,3,7,8,8,6,5,7,8,4,4,4,3,2,4,2,3,8,8,3,7,7,75,1,45,4,2,15,1
44830,es,60,60,7,5,2,2,5,9,9,2,0,6,9,8,10,4,2,2,4,2,2,10,8,0,7,7,65,1,48,,4,8,1
44858,es,60,60,8,6,5,4,3,6,9,0,0,3,3,9,8,5,0,4,8,1,1,10,7,5,3,,70,1,43,,4,18,1
44862,es,10,180,5,3,3,2,5,2,4,0,1,5,5,4,9,6,5,2,8,2,2,8,5,0,7,7,65,2,23,6,1,18,0
44962,es,90,155,7,7,4,4,6,7,7,5,4,9,9,6,8,6,3,2,8,3,2,9,9,1,5,7,72,2,21,6,2,14,1
44996,es,10,120,4,6,2,3,3,7,8,0,0,5,5,5,7,2,0,2,6,2,3,8,8,7,6,1,70,2,50,4,3,8,1
45046,es,15,,4,6,4,2,3,3,3,3,3,5,5,3,7,4,3,1,7,2,2,7,10,6,7,1,70,2,41,6,1,20,1
45050,es,60,120,5,8,2,2,7,9,10,5,3,7,7,7,7,5,1,1,9,2,4,9,6,1,7,7,60,1,42,,3,15,0
45143,es,30,180,5,5,5,2,1,4,9,1,1,1,5,9,5,2,0,2,8,1,3,8,7,5,7,7,50,1,50,,4,12,0
45153,es,30,,5,7,5,3,5,6,10,2,4,6,6,6,8,4,0,2,9,1,2,9,7,8,2,1,68,2,68,,4,6,0
45183,es,60,300,6,4,4,3,4,3,5,2,3,5,5,3,4,3,3,2,7,1,3,8,6,2,7,7,65,1,25,6,3,20,0
45201,es,30,120,7,5,7,3,6,7,8,4,4,4,5,5,7,4,4,2,8,2,2,7,7,3,7,6,66,1,48,6,1,15,1
45206,es,120,60,4,5,5,3,5,6,6,4,4,5,5,4,8,5,4,2,6,2,3,8,8,4,5,5,60,2,67,,1,17,0
45212,es,0,120,4,4,4,4,,5,5,3,3,,,,7,6,4,1,7,2,2,10,5,5,4,4,65,2,33,6,4,8,0
45239,es,60,240,7,8,8,3,5,7,10,5,5,6,6,5,7,6,5,2,7,2,2,8,5,6,4,2,70,2,51,4,1,17,1
45319,es,0,30,,10,2,4,,,8,,,,,,7,8,,1,10,1,2,8,2,8,1,1,48,2,35,,4,0,0
45333,es,0,120,5,8,6,3,6,8,10,2,3,8,6,1,7,7,7,4,9,2,1,6,7,4,7,7,60,1,35,6,4,4,1
45337,es,60,,5,4,5,1,4,6,7,5,5,7,6,5,8,5,4,2,9,2,2,10,7,5,7,2,70,2,59,,4,10,1
45385,es,180,120,2,2,3,4,3,2,8,1,1,5,5,7,9,2,0,2,8,2,3,8,5,4,7,7,65,1,40,,4,15,1
45408,es,30,480,7,7,4,1,6,6,8,3,3,6,3,5,7,4,1,8,9,1,1,9,7,0,7,7,85,2,44,,4,19,1
45514,es,15,300,5,5,0,3,0,3,5,0,0,0,,2,7,7,0,1,7,2,2,0,0,0,7,7,60,1,39,6,4,12,1
45569,es,60,210,7,7,6,3,0,2,7,0,0,5,5,,7,3,0,1,8,1,2,7,6,0,7,7,80,2,38,,3,20,1
45636,es,0,,6,6,0,3,5,9,9,4,3,,,5,6,1,4,2,7,1,2,6,5,0,7,7,65,1,53,6,3,11,1
45704,es,240,,6,5,6,3,4,6,8,4,3,4,8,0,10,6,5,1,9,2,1,10,8,0,7,7,75,1,62,,3,15,1
45730,es,150,120,2,5,3,3,0,3,6,1,0,1,5,5,9,4,3,8,9,2,2,10,9,4,6,6,60,2,60,,3,14,0
45734,es,30,240,5,8,8,2,7,7,5,2,1,8,8,4,8,5,2,2,9,2,1,10,10,0,7,7,65,2,42,,4,14,1
45747,es,90,,5,3,1,4,0,0,5,0,0,0,0,0,7,3,5,1,10,3,3,8,1,2,6,7,60,2,58,4,4,12,0
45854,es,270,,6,7,3,2,6,5,7,4,2,7,6,6,8,5,3,1,9,2,3,10,8,7,4,1,0,2,80,,3,6,0
45905,es,10,120,5,5,5,3,7,8,8,3,5,7,8,5,9,6,2,4,9,2,1,6,7,1,7,7,70,1,19,6,1,12,0
45926,es,15,210,6,6,7,3,5,5,5,2,2,5,4,3,8,6,5,2,9,1,2,7,6,0,7,7,65,1,21,6,3,12,0
45932,es,60,,4,8,5,3,5,7,8,,,,,,6,6,,2,8,1,3,9,8,6,5,1,65,1,42,,2,10,1
45975,es,0,30,5,5,7,4,5,7,10,3,3,5,6,8,5,4,2,2,5,3,3,5,3,6,7,6,70,2,46,,4,11,1
46039,es,30,180,5,4,6,2,4,6,6,3,3,5,6,4,8,5,4,2,8,1,2,7,6,5,5,6,70,1,72,,4,8,0
46063,es,30,30,6,5,7,2,0,3,8,2,0,6,4,7,8,6,0,2,6,2,2,8,6,5,5,2,65,1,70,,3,12,0
46075,es,360,720,8,6,3,1,5,8,8,3,2,6,5,1,7,6,5,1,9,2,2,3,6,0,7,7,70,1,24,6,3,21,1
46084,es,30,600,8,8,9,4,3,3,6,0,4,5,5,5,7,3,3,2,9,2,2,8,6,1,7,7,8,1,22,6,1,16,1
46086,es,60,,5,7,5,3,6,5,8,5,5,6,6,4,7,5,6,1,7,2,2,7,6,2,7,7,75,2,72,,1,8,0
46095,es,30,300,7,7,6,3,6,5,9,6,4,6,5,8,6,5,7,1,4,2,2,10,10,1,7,6,70,1,26,6,2,22,0
46225,es,60,180,3,3,5,3,,,,,,,,,,,,7,8,1,2,10,10,,,,0,1,44,,4,,0
46244,es,30,900,8,4,0,4,1,5,5,0,0,5,5,5,8,2,1,2,8,2,2,10,10,5,7,1,65,2,24,6,4,13,1
46283,es,120,,7,6,6,3,4,5,7,6,6,,,,5,2,5,2,6,2,3,8,5,9,7,1,65,2,81,5,4,5,0
46359,es,60,300,5,5,2,2,3,2,6,2,1,1,1,2,7,3,3,2,8,2,3,7,10,5,7,7,60,1,39,6,3,13,1
46543,es,30,,5,3,3,1,3,3,4,0,0,0,2,2,6,5,5,1,6,2,3,10,10,1,7,7,60,1,45,4,4,12,1
46613,es,90,,4,5,1,4,0,0,5,0,0,,,2,7,0,0,2,5,2,2,7,5,4,6,1,65,2,63,,3,12,1
46628,es,240,120,1,4,8,4,2,4,4,1,1,3,4,5,7,2,4,2,8,2,1,7,2,7,3,6,60,1,26,,4,6,0
46653,es,15,,9,8,9,3,4,5,9,4,4,3,8,4,8,8,6,2,8,2,2,4,4,0,7,7,60,2,43,6,4,14,1
46656,es,30,135,6,7,3,2,5,5,5,5,5,5,5,6,7,3,4,2,8,1,1,8,8,5,5,6,60,1,31,6,3,16,1
46744,es,120,,5,5,2,2,2,2,3,3,3,4,4,3,5,3,4,1,7,2,3,3,6,3,7,1,0,1,70,6,4,14,0
46860,es,90,120,7,7,5,2,2,2,5,2,2,4,5,1,9,6,4,3,8,2,1,3,7,1,6,7,70,1,66,4,1,18,0
46881,es,20,90,6,7,4,1,2,4,7,1,1,5,5,5,10,6,0,4,10,2,2,8,8,0,7,7,70,1,32,,3,13,1
46894,es,30,,10,5,5,4,0,0,5,0,0,0,0,,10,5,0,1,10,3,2,10,10,10,3,1,80,1,,,3,15,0
46932,es,60,960,6,1,1,4,1,0,9,0,0,2,4,1,10,0,0,1,9,2,3,5,2,1,7,7,80,1,49,,1,16,1
46936,es,90,500,8,8,8,2,8,9,10,7,6,9,8,3,8,8,9,2,8,2,2,10,10,7,4,1,55,1,38,,4,11,1
46955,es,90,60,8,8,3,1,8,7,10,3,3,,1,8,4,3,5,4,6,2,1,8,5,3,7,7,70,1,58,6,3,15,1
46987,es,120,,8,8,8,1,7,8,8,7,7,,,4,7,4,3,1,7,2,3,7,5,0,7,7,65,1,72,,4,7,0
47011,es,30,300,8,10,9,1,5,2,9,0,0,7,9,5,9,0,0,1,9,2,1,10,10,10,2,1,78,2,33,6,1,21,0
47066,es,60,,5,4,6,4,0,4,6,0,0,0,0,,5,2,1,2,5,2,2,8,0,5,4,1,65,2,64,,4,8,0
47137,es,60,600,3,7,7,3,3,2,2,1,1,2,3,0,10,4,4,2,10,3,2,8,6,4,7,7,70,1,18,6,4,10,0
47252,es,60,60,6,7,2,1,3,3,5,1,0,5,5,10,10,3,0,8,10,1,2,9,7,9,5,5,75,2,46,,1,16,1
47268,es,30,240,2,2,5,4,6,7,7,6,4,,6,6,6,3,3,2,8,4,3,4,3,5,5,7,50,2,25,6,1,16,0
47355,es,180,,7,8,7,3,6,4,8,3,2,3,,6,7,7,8,2,7,1,4,9,9,8,4,2,70,2,76,5,3,,0
47372,es,240,,3,3,,3,,,10,,,,,5,2,,0,4,4,8,2,10,,5,6,6,75,2,73,5,3,6,0
47375,es,30,900,5,5,7,3,3,0,1,0,0,1,3,5,6,2,0,1,7,3,3,8,6,5,4,3,60,2,24,6,3,18,0
47442,es,30,600,5,3,6,3,9,10,10,7,5,10,10,3,8,3,1,2,8,4,3,4,5,4,5,7,60,2,23,6,3,18,0
47485,es,5,45,7,5,4,3,1,1,3,1,1,2,4,1,7,1,1,1,8,2,2,1,2,0,7,7,70,1,44,6,5,11,1
47492,es,30,240,7,7,5,2,6,8,9,6,6,7,7,4,8,4,6,2,8,3,1,8,8,0,7,7,60,2,18,6,4,13,0
47503,es,90,315,5,2,2,2,5,8,10,5,3,5,6,6,3,3,3,1,5,2,2,8,8,6,7,7,70,1,50,,4,24,1
47521,es,0,,5,5,5,4,5,5,10,0,,5,8,6,10,4,2,2,9,1,2,9,5,8,5,2,70,1,84,1,4,7,0
47529,es,60,240,5,7,7,2,4,4,9,1,0,7,7,6,7,5,1,2,9,2,2,10,7,6,6,2,73,2,39,,3,16,1
47574,es,60,60,3,1,1,2,3,3,6,1,0,5,5,2,8,2,8,2,8,2,2,10,10,0,7,7,65,1,45,,3,13,1
47588,es,15,,2,8,5,3,2,5,5,5,5,,,5,8,,,3,5,2,2,10,5,5,7,7,65,2,69,,3,7,0
47605,es,60,,2,2,9,3,3,5,5,1,1,5,5,5,9,7,8,2,9,3,3,8,7,2,7,7,70,1,83,,3,,0
47739,es,120,180,5,6,1,2,5,5,6,3,3,5,6,2,8,5,5,1,9,2,2,9,6,4,6,1,67,2,56,4,3,44,0
47758,es,30,330,0,0,0,4,0,5,10,0,0,2,0,2,8,0,0,1,8,2,3,10,10,3,6,7,80,2,45,5,4,15,1
47803,es,0,,8,7,7,2,7,7,9,7,7,7,7,,8,3,6,1,8,1,2,10,10,5,5,3,74,1,54,6,4,48,1
47849,es,90,120,8,5,6,3,2,4,6,0,0,3,6,5,6,7,4,1,9,2,1,7,7,2,5,7,65,1,36,6,3,17,1
48074,es,30,60,5,5,5,1,4,5,5,4,4,5,5,3,7,0,0,1,7,1,2,10,10,0,7,7,70,1,31,6,3,16,1
48097,es,90,45,8,6,8,2,0,4,8,5,5,4,4,10,8,5,0,2,7,1,2,10,5,8,2,1,39,2,81,5,3,22,0
48135,es,0,960,1,5,2,4,0,0,0,0,0,,,,6,0,0,2,4,2,3,7,7,3,7,6,60,1,17,6,2,11,1
48146,es,120,,2,5,3,3,5,3,7,3,3,,,,6,3,2,2,5,4,3,10,10,8,7,7,65,2,70,6,4,8,0
48159,es,120,120,5,7,3,3,6,8,8,3,3,6,9,5,8,4,3,2,9,2,1,8,9,7,6,4,70,2,36,6,3,29,1
48189,es,90,300,5,9,2,1,8,8,8,3,4,7,8,2,4,3,4,1,4,2,3,5,5,0,7,7,65,1,74,,1,60,1
48233,es,180,,1,5,5,2,4,4,8,2,0,10,10,8,8,4,3,2,9,1,3,9,9,5,3,2,65,1,64,,4,6,0
48245,es,60,,4,4,4,3,5,4,7,0,0,,,5,4,3,3,2,6,3,3,6,5,3,6,6,65,2,66,,4,5,0
48254,es,60,,6,7,8,3,9,7,6,0,0,,5,1,9,7,1,2,8,2,2,10,10,2,7,7,60,1,58,,1,13,1
48256,es,30,150,5,6,3,3,4,4,6,3,6,5,5,7,7,4,4,2,7,1,2,10,10,8,6,6,50,1,17,6,4,17,0
48313,es,150,30,7,9,9,3,7,6,7,5,4,7,7,3,5,4,4,8,4,2,4,10,10,4,7,7,70,2,73,1,1,12,0
48350,es,60,420,7,6,6,3,6,8,9,5,4,7,7,6,8,6,5,3,9,2,2,10,10,7,4,1,62,2,28,6,1,19,1
48396,es,120,90,5,5,5,1,3,2,3,2,2,5,7,2,4,3,3,1,5,4,5,9,6,6,7,2,70,2,57,3,4,12,0
48499,es,120,300,9,5,3,1,6,0,1,3,3,1,0,1,10,1,5,2,9,2,3,1,0,0,7,7,78,2,62,,2,13,0
48519,es,10,,5,8,10,4,,8,10,9,,10,,,10,5,9,2,10,2,1,10,10,10,5,6,0,1,82,,4,0,0
48604,es,30,60,5,5,1,2,0,3,7,0,0,0,0,10,8,0,0,4,8,2,3,8,8,3,5,1,60,1,48,,5,11,1
48630,es,60,5,2,3,0,2,2,2,5,1,1,,3,5,5,0,,1,5,2,4,10,2,4,7,7,65,1,46,,4,12,0
48652,es,60,360,6,5,6,3,,6,7,4,5,,6,,8,5,4,2,8,3,2,7,6,6,7,1,56,2,16,6,2,12,0
48670,es,61,210,6,3,5,3,5,7,8,3,3,5,5,5,7,5,3,1,8,2,3,8,6,6,7,7,68,1,41,,2,18,1
48714,es,30,,4,5,6,3,3,2,6,2,2,6,4,5,9,6,3,4,8,3,2,6,4,3,5,7,65,1,65,,4,10,1
48736,es,30,90,2,7,1,2,2,6,8,1,2,2,4,4,9,3,1,3,8,2,2,1,10,0,6,7,70,1,65,,4,15,0
48753,es,120,,3,5,5,2,0,0,5,0,0,5,0,10,5,0,0,1,,8,3,10,0,10,1,1,75,2,76,5,4,8,0
48766,es,0,15,5,5,5,4,,,,,,,,,8,,,8,5,2,2,8,,0,7,7,8,1,30,6,1,10,1
48808,es,30,480,4,10,0,1,0,9,7,0,0,0,0,5,3,3,0,4,4,1,2,6,6,0,7,7,70,1,32,6,4,5,1
48822,es,75,180,7,4,2,3,4,6,8,6,6,7,9,3,6,6,5,2,7,2,2,6,6,7,7,7,55,1,21,6,4,17,0
48840,es,180,90,5,5,5,2,5,5,5,5,5,5,5,7,7,1,1,2,7,2,2,10,8,5,5,6,65,2,21,6,4,15,1
48843,es,90,50,5,4,3,3,5,5,8,5,5,,,8,7,7,6,2,8,1,1,7,7,6,4,4,60,2,52,,5,8,0
48846,es,90,230,3,4,4,2,7,7,7,3,2,6,7,4,6,3,4,2,5,2,2,5,5,0,7,7,0,2,51,,3,11,1
48868,es,0,360,5,,5,3,,,,,,,,4,5,,,8,5,3,3,6,6,1,7,7,8,2,21,6,4,13,0
48945,es,600,900,7,0,0,4,0,10,10,0,5,10,5,6,10,5,4,1,8,2,1,5,10,0,7,7,60,1,18,6,3,13,0
48994,es,30,180,8,3,8,2,8,8,8,6,6,8,8,2,8,9,2,1,8,1,2,9,9,0,7,7,65,1,16,6,3,10,0
49038,es,120,90,7,3,3,2,2,2,2,2,2,4,4,8,5,0,0,2,7,2,2,9,6,4,5,6,70,1,61,4,4,7,0
49061,es,120,,5,5,4,3,8,8,8,6,6,6,6,6,9,4,4,1,6,2,3,10,5,10,3,6,70,2,60,1,4,8,0
49111,es,60,300,5,5,5,1,0,6,10,0,1,0,5,8,10,1,0,3,10,2,1,10,9,6,7,2,80,2,40,6,4,13,0
49159,es,60,330,2,4,4,2,0,3,9,0,0,6,5,2,7,0,1,1,7,3,3,10,8,3,5,6,70,1,47,4,3,13,1
49199,es,15,,5,6,7,3,7,8,9,7,7,7,7,,8,,,2,10,2,3,10,6,8,7,7,65,1,52,6,4,13,0
49259,es,60,135,2,5,5,2,5,7,7,1,1,5,7,2,6,4,5,2,7,2,2,8,6,8,2,1,60,2,34,6,3,20,1
49262,es,120,,6,7,7,2,5,5,8,4,4,5,5,3,6,5,5,2,7,2,3,6,6,5,5,6,60,1,71,,4,0,0
49264,es,0,,1,5,2,4,2,5,,2,2,,,5,8,8,,1,8,2,2,7,0,2,5,6,8,2,73,3,4,,0
49270,es,90,480,9,9,5,2,2,2,5,1,1,2,2,4,8,4,2,2,8,2,3,3,3,1,5,7,72,2,60,,4,15,1
49310,es,30,240,4,5,3,4,6,5,7,1,1,6,6,,9,3,3,2,9,2,2,8,7,0,7,6,75,2,21,6,4,16,0
49381,es,90,720,5,4,4,2,3,6,8,2,2,6,2,8,7,2,3,2,6,1,3,8,6,7,4,4,70,1,24,6,3,18,0
49453,es,0,600,4,7,5,4,3,1,5,0,0,5,5,0,6,4,0,1,7,1,1,5,5,5,7,7,75,2,29,6,2,16,1
49459,es,60,90,5,7,6,3,4,6,5,0,0,4,6,3,7,3,3,1,7,3,2,6,4,4,7,7,70,1,35,6,4,12,1
49509,es,0,60,6,8,5,4,6,5,9,3,3,7,5,,10,7,7,2,10,2,2,10,8,7,2,1,60,1,37,,3,13,1
49556,es,120,30,5,2,2,1,1,0,4,0,2,3,3,4,10,5,0,4,9,2,2,3,7,5,7,6,0,1,56,,1,5,0
49574,es,20,600,2,8,1,1,0,9,5,0,0,5,5,4,6,3,1,2,9,3,1,10,10,2,7,7,70,2,27,6,1,18,1
49656,es,60,60,3,3,1,3,5,5,8,5,5,5,5,5,10,5,5,2,10,1,3,10,5,0,6,7,0,1,37,6,5,11,1
49715,es,,,7,5,7,3,7,6,6,6,5,5,6,7,6,5,3,3,6,2,1,10,9,5,4,4,65,2,63,,3,15,1
49756,es,60,,7,3,6,3,6,8,8,0,0,4,6,9,9,6,1,5,8,1,2,10,7,8,3,1,70,1,43,,4,14,1
49800,es,120,150,1,8,6,4,3,3,6,0,1,5,5,5,8,3,,3,9,2,2,7,4,2,7,6,70,1,42,6,3,9,1
49861,es,120,330,2,5,0,3,7,5,6,0,0,5,0,3,9,2,7,2,9,1,2,9,8,0,7,7,75,1,20,6,1,11,0
49867,es,60,30,6,4,4,3,5,7,9,2,2,5,5,0,8,5,5,2,9,1,1,7,5,3,7,7,60,2,41,6,5,11,1
49955,es,45,,4,7,3,3,0,2,9,0,0,0,0,,8,3,1,4,8,1,2,8,4,,6,,80,1,69,,3,11,0
50031,es,60,120,4,6,5,2,3,7,8,3,2,6,4,7,9,3,1,4,8,2,2,9,6,1,7,7,60,1,21,6,4,18,0
50037,es,30,720,5,7,3,3,0,0,6,0,0,0,5,6,8,5,0,2,8,2,3,10,7,6,4,6,60,1,38,,4,16,1
50154,es,65,240,5,6,5,1,5,6,8,3,3,6,8,2,7,7,6,1,9,2,2,5,5,0,7,7,75,2,33,,4,15,1
50169,es,2,210,5,5,6,3,,7,7,2,2,5,7,7,9,5,2,2,9,2,2,10,6,3,7,7,65,1,17,6,3,10,0
50322,es,90,,7,8,8,4,0,8,8,5,5,8,8,4,9,3,2,2,8,3,3,10,10,7,3,3,65,2,65,,4,3,0
50326,es,60,480,7,7,3,1,0,0,9,1,0,0,0,6,8,5,0,4,8,1,2,10,10,7,5,6,0,1,28,6,1,18,1
50397,es,120,300,5,5,5,1,8,9,10,7,8,7,7,2,10,8,7,2,10,2,3,9,8,0,3,7,65,1,34,,3,28,0
50513,es,30,600,7,7,7,3,5,5,7,3,3,4,5,5,8,4,5,2,8,2,2,9,9,0,7,7,65,1,47,,4,18,1
50588,es,180,270,5,7,3,1,3,0,4,3,5,4,8,3,6,0,4,2,8,2,2,8,8,5,7,6,72,2,48,,3,15,0
50605,es,60,120,7,7,7,1,6,6,8,3,3,4,7,3,8,4,8,2,8,1,1,8,8,7,7,3,65,1,27,6,5,18,0
50700,es,900,,4,5,5,3,5,6,5,2,2,6,6,,4,4,,3,3,1,3,5,5,2,7,7,56,1,54,6,2,11,0
50819,es,360,300,3,10,6,2,8,6,9,4,4,8,9,7,7,3,3,1,8,2,2,10,9,5,6,3,60,2,26,6,3,4,1
50916,es,10,120,7,7,6,3,7,6,8,5,6,9,9,5,8,4,4,1,8,2,2,6,5,5,5,6,75,2,51,4,4,10,1
50930,es,30,120,5,5,8,2,3,9,10,4,2,6,6,3,3,3,2,1,5,2,3,10,10,2,6,6,60,1,67,,1,8,0
50955,es,60,,0,3,0,4,2,7,10,1,1,2,3,,2,2,0,1,4,3,2,5,5,5,5,2,8,2,,5,1,10,0
51090,es,30,300,4,7,5,4,3,5,7,0,0,,,7,7,4,4,2,7,1,2,7,6,3,5,7,70,1,27,3,4,6,1
51114,es,120,180,6,7,5,2,3,8,8,2,4,6,5,2,8,4,5,2,8,2,2,7,6,0,7,6,60,1,52,6,1,12,1
51259,es,30,,3,5,5,2,0,0,0,5,5,0,3,3,7,2,0,1,7,2,3,4,4,5,7,7,75,2,76,5,4,8,0
51364,es,30,480,5,8,8,3,7,7,8,2,2,7,7,3,8,5,2,2,9,2,2,8,8,2,7,6,65,2,45,4,3,24,1
51429,es,60,,8,7,3,4,1,5,9,0,0,0,4,8,7,1,1,2,6,1,2,10,2,2,7,7,0,1,68,,4,3,0
51492,es,15,10,3,5,2,3,3,3,7,3,3,3,3,5,5,4,4,1,7,2,3,7,7,6,4,1,80,2,58,,1,8,1
51506,es,15,180,3,7,3,3,3,4,9,2,2,4,8,3,6,5,3,1,6,3,2,7,5,7,4,1,80,2,36,6,3,23,0
51522,es,120,540,3,3,4,3,3,5,6,2,1,6,4,5,6,3,2,3,6,2,3,2,4,1,7,7,65,1,25,6,1,22,1
51558,es,15,120,6,8,6,2,8,8,6,7,7,9,10,10,8,9,10,4,10,2,2,10,9,10,4,1,60,1,15,6,1,11,0
51676,es,30,300,5,8,5,1,7,7,9,7,7,9,9,3,8,5,5,2,9,2,2,9,7,7,5,1,70,2,44,6,3,40,1
51731,es,0,210,5,3,4,3,6,5,8,5,5,6,8,2,8,6,4,2,9,1,1,5,5,0,7,7,50,1,15,6,3,13,0
51757,es,360,,0,6,0,4,0,0,0,0,0,0,0,8,8,,,2,5,2,3,10,,9,3,1,0,2,86,5,4,0,0
51803,es,30,320,5,5,4,3,5,7,6,6,5,6,6,5,8,8,5,3,8,1,2,5,8,5,5,1,0,1,52,6,1,16,0
51820,es,30,420,3,5,5,3,6,4,5,3,1,5,4,1,4,3,3,1,5,2,4,3,4,0,7,7,70,2,25,6,3,18,0
51857,es,30,600,7,3,3,1,2,5,8,2,1,4,5,2,5,3,3,1,6,2,2,9,8,3,7,7,60,1,52,6,2,16,1
51875,es,120,120,5,5,5,2,6,8,9,5,5,5,6,6,9,8,7,3,9,1,2,10,8,3,5,5,75,1,34,,2,21,1
51921,es,30,60,7,7,3,3,6,5,8,4,4,6,6,6,8,4,2,2,8,2,3,8,8,6,6,5,70,2,41,,3,14,1
51998,es,120,,2,5,6,4,0,0,10,0,0,0,0,4,10,2,1,1,10,3,3,9,9,5,6,1,80,2,58,,4,6,0
52036,es,120,,3,4,3,4,5,7,9,0,0,7,5,,4,4,2,4,4,3,4,10,8,7,2,1,60,2,78,5,4,7,0
52048,es,60,60,5,5,8,2,4,4,9,1,2,4,5,6,8,3,3,1,8,1,2,10,8,5,7,7,60,2,66,1,4,18,0
52161,es,30,90,6,7,5,1,8,7,8,5,5,7,7,4,7,5,5,2,7,2,3,8,8,5,7,7,70,1,28,6,1,16,1
52169,es,90,60,8,8,7,2,8,10,10,2,0,7,10,5,8,3,3,2,7,1,3,10,10,6,4,2,65,1,55,,3,14,1
52213,es,90,480,7,8,4,1,4,3,3,0,2,3,6,2,4,4,4,1,5,1,3,6,7,3,7,7,65,1,23,6,4,19,0
52218,es,120,,4,3,7,4,,5,7,0,0,,,,3,2,2,2,4,2,4,7,4,6,4,3,70,2,85,,4,4,0
52220,es,30,90,4,5,3,3,6,7,7,5,5,6,7,3,8,3,6,1,7,3,1,8,8,0,7,7,67,2,23,6,3,19,1
52236,es,0,,6,4,0,2,0,0,0,0,0,0,0,2,8,2,2,2,8,1,2,5,10,0,7,7,70,1,44,6,4,8,1
52326,es,90,60,4,4,4,3,7,4,8,2,2,6,3,0,7,4,5,3,7,1,2,10,5,0,7,7,70,2,46,6,4,20,0
52439,es,70,75,3,7,4,3,4,6,8,3,2,3,5,5,10,5,4,1,9,1,1,9,10,7,7,1,65,2,40,6,1,11,1
52450,es,90,360,7,5,0,2,4,5,7,3,7,4,5,2,8,7,8,2,10,4,1,4,5,1,7,7,63,2,18,6,3,15,0
52496,es,30,,3,5,4,4,4,6,6,2,2,2,2,4,8,4,4,2,9,2,3,8,8,7,7,7,70,1,45,,4,8,1
52560,es,60,45,8,7,2,2,5,7,8,5,4,6,4,4,8,5,3,1,6,3,2,8,7,6,7,3,65,2,65,4,3,17,0
52634,es,45,240,4,3,3,3,2,2,4,0,1,3,4,6,8,4,2,2,8,3,1,6,6,0,7,7,0,2,28,6,5,27,1
52680,es,90,90,4,5,5,3,2,5,8,0,0,4,,4,6,2,0,8,8,2,3,10,8,0,7,7,65,1,51,,3,9,1
52707,es,210,,7,8,6,3,6,6,10,7,6,6,6,3,10,8,5,2,9,2,3,6,5,7,3,2,83,2,65,,4,11,0
52710,es,60,180,6,7,6,2,7,7,8,6,6,7,8,2,8,7,7,1,8,2,2,7,7,3,7,7,80,2,42,6,2,16,1
52718,es,0,360,5,10,10,4,,8,8,3,3,2,2,,10,5,0,4,10,3,1,10,0,0,7,7,70,2,18,6,1,13,0
52748,es,0,120,5,5,6,4,0,0,5,0,0,0,,6,8,3,0,2,7,2,4,8,7,5,4,5,0,2,54,,5,10,1
52769,es,10,240,2,5,5,1,0,6,5,4,2,5,6,6,8,2,5,4,5,1,3,6,6,4,4,1,65,1,18,6,3,10,0
52853,es,120,,5,5,7,3,7,7,8,4,4,6,6,6,6,5,4,2,6,2,2,7,6,2,5,4,65,2,76,,3,8,1
52865,es,30,,5,8,5,4,4,1,8,0,0,,,3,8,4,3,2,8,2,3,8,5,5,3,6,80,2,66,,4,11,0
52879,es,15,30,6,4,2,4,3,0,10,0,0,0,0,1,7,4,1,2,8,1,2,10,5,0,7,7,0,1,49,,2,10,1
